Service,Case,Description,Policy Link,Policy_type,Policy_name
Spark Mail,There is a date of the last update of the agreements,"<p>Spark Terms of Use (“Agreement"") is effective as of May 22nd, 2018 (the ""Effective Date""),
        
Terms of Use",Terms of Use,0,Terms of Service
SparkNotes,There is a date of the last update of the agreements,"These terms were last revised on August 6, 2010.
        
Terms of Use",Terms of Use,0,Terms of Service
Tubi,There is a date of the last update of the agreements,"Effective as of</strong> August 1, 2020</p>

Terms of Use",Terms of Use,0,Terms of Service
Vox Media,There is a date of the last update of the agreements,"Updated and Effective as of July 2, 2020
        
Terms of Use",Terms of Use,0,Terms of Service
Wikimedia,There is a date of the last update of the agreements,"This page was last edited on 7 June 2019, at
        
Terms of Use",Terms of Use,0,Terms of Service
Wikipedia,There is a date of the last update of the agreements,"These Terms of Use went into effect on June 16, 2014.
        
Terms of Use",Terms of Use,0,Terms of Service
Wishlist,There is a date of the last update of the agreements,"Last Updated June &nbsp;15, 2020
        
Terms of Use",Terms of Use,0,Terms of Service
Adobe Services,They may stop providing the service at any time,"Upon the expiration or termination of the Terms, some or all of the Services and Software may cease to operate without prior notice.
        
Terms of Use",Terms of Use,0,Terms of Service
American Red Cross,They may stop providing the service at any time,"Red Cross may change, suspend, or discontinue any aspect of the Service at any time.
        
Terms of Use",Terms of Use,0,Terms of Service
Artspace,They may stop providing the service at any time,"We reserve the right, for any reason, in our sole discretion and without notice to you, to terminate, change, suspend or discontinue any aspect of the Site, including, but not limited to, information, products, data, text, music, sound, photographs, graphics, video, messages or other materials (""Content""), features and/or hours of availability, and we will not be liable to you or to any third party for doing so.

        
Terms of Use",Terms of Use,0,Terms of Service
Brilliant,They may stop providing the service at any time,"Brilliant may change, suspend or discontinue the Services, including the availability of any feature, database or content, at any time.
        
Terms of Use",Terms of Use,0,Terms of Service
Canva,They may stop providing the service at any time,"We may, without prior notice, change the Service.
stop providing the Service
        
Terms of Use",Terms of Use,0,Terms of Service
Eltiempo.es,They may stop providing the service at any time,"Eltiempo.es se reserva el derecho a efectuar las modificaciones que estime oportunas, pudiendo modificar, suprimir e incluir, unilateralmente y sin previo aviso, nuevos contenidos y/o servicios
        
Terms of Use",Terms of Use,0,Terms of Service
Gettr,They may stop providing the service at any time,"GETTR, in its sole discretion without advance notice or liability, may immediately suspend or terminate the availability of the Service and/or Content (and any elements and features of them), in whole or in part, for any reason, in GETTR’s sole discretion, and without advance notice or liability.
        
Terms of Use",Terms of Use,0,Terms of Service
Gettr,They may stop providing the service at any time,"To the maximum extent permitted by applicable law, we may, in our sole discretion, change, modify, suspend, make improvements to or discontinue any aspect of the Service, temporarily or permanently, in whole or in part, at any time with or without notice to you, and we will not be liable for doing so.
        
Terms of Use",Terms of Use,0,Terms of Service
Healthline,They may stop providing the service at any time,"Healthline also may terminate these Terms of Use and/or Services at any time and may do so immediately without notice.
        
Terms of Use",Terms of Use,0,Terms of Service
HP | Hewlett-Packard,They may stop providing the service at any time,"HP reserves the right to modify, suspend, or discontinue This Website at any time without notice to You.
        
Terms of Use",Terms of Use,0,Terms of Service
Hulu,They may stop providing the service at any time,"We hope not to, but we may change, suspend, or discontinue - temporarily or permanently - some or all of the Services (including the Content and the Compatible Devices through which the Services are accessed), with respect to any or all users, at any time without notice.
        
Terms of Use",Terms of Use,0,Terms of Service
Instagram,They may stop providing the service at any time,"We can refuse to provide or stop providing all or part of the Service to you (including terminating or disabling your account) immediately to protect our community or services, or if you create risk or legal exposure for us, violate these Terms of Use or our policies (including our Instagram Community Guidelines), if you repeatedly infringe other people's intellectual property rights, or where we are permitted or required to do so by law.

        
Terms of Use",Terms of Use,0,Terms of Service
Mailfence,They may stop providing the service at any time,"<br>The Service reserves the right at any time to modify or discontinue, temporarily or permanently, the services offered (or any part thereof).<br>

Terms of Use",Terms of Use,0,Terms of Service
Medscape,They may stop providing the service at any time,"<p>We reserve the right, at our sole discretion, to modify, discontinue or terminate any of the Services, the Medscape Content or these Terms, at any time and without prior notice.
        
Terms of Use",Terms of Use,0,Terms of Service
Miraheze,They may stop providing the service at any time,"Miraheze may modify, restrict, or prohibit your access to Miraheze services and Wikis at any time under Miraheze's sole discretion.
        
Terms of Use",Terms of Use,0,Terms of Service
Symbaloo,They may stop providing the service at any time,"Symbaloo retains the right to temporarily or permanently stop providing a Product and/or a feature within a Product to you or to Users generally, without prior notice.

        
Terms of Use",Terms of Use,0,Terms of Service
Tubi,They may stop providing the service at any time,"Because the Tubi Services are evolving over time we may change or discontinue all or any part of the Tubi Services, at any time and without notice, at our sole discretion and without liability to you.
        
Terms of Use",Terms of Use,0,Terms of Service
webmail,They may stop providing the service at any time,"Webmail.co.za reserves the right to discontinue any aspect of the Webmail.co.za Website at any time.<br>

Terms of Use",Terms of Use,0,Terms of Service
Wishlist,They may stop providing the service at any time,"We reserve the right to terminate,
suspend, change, or restrict access to all or any part of our Site without
notice or liability.</p>

Terms of Use",Terms of Use,0,Terms of Service
CodeSandbox,Third parties are involved in operating the service,"We use various payment service providers, depending on your subscription
plan.
        
Terms of Use",Terms of Use,0,Terms of Service
CouchSurfing,Third parties are involved in operating the service,"<p>Couchsurfing may offer the opportunity to purchase products and services from third parties.
You acknowledge that such products and services are offered and sold to you by one or more third parties.
        
Terms of Use",Terms of Use,0,Terms of Service
MattressFirm,Third parties are involved in operating the service,"Our credit card underwriters may operate sites embedded within the Site.
        
Terms of Use",Terms of Use,0,Terms of Service
Tresorit,"Third party cookies are employed, but with opt out instructions","When you visit our website, we and our partners may use cookies and other information gathering technologies.
These technologies may provide us with personal data, information about devices and networks you utilize to access our website, and other information regarding your interactions with our website.
For detailed information about the use of cookies on the website, please read and review our Website Cookie Policy.</p>
<ul>
<li>
<i>
</i>
<strong>Enable Do Not Track:</strong> We respect your right to decline certain cookies by changing your setting here.
        
Terms of Use",Terms of Use,0,Terms of Service
Alzforum,This service assumes no liability for any losses or damages resulting from any matter relating to the service,"IN NO EVENT WILL&nbsp;FBRI OR THE THIRD PARTY CONTENT PROVIDERS, AND RESPECTIVELY THEIR PARENTS, SUBSIDIARIES, AFFILIATES, SERVICE PROVIDERS, LICENSORS, OFFICERS, DIRECTORS OR EMPLOYEES, BE LIABLE FOR ANY DAMAGES, INCLUDING, WITHOUT LIMITATION, CONSEQUENTIAL, INCIDENTAL, SPECIAL, DIRECT, OR INDIRECT DAMAGES (INCLUDING BUT NOT LIMITED TO LOST PROFITS, TRADING LOSSES OR DAMAGES THAT RESULT FROM USE OR LOSS OF USE OF THE SITE OR THIRD PARTY CONTENT, INCONVENIENCE OR DELAY).
        
Terms of Use",Terms of Use,0,Terms of Service
Artspace,This service assumes no liability for any losses or damages resulting from any matter relating to the service,"<p>IN NO EVENT SHALL Artspace, ITS AFFILIATES OR ANY OF THEIR RESPECTIVE DIRECTORS, OFFICERS, EMPLOYEES, AGENTS, PARTNERS, SUBSIDIARIES, DIVISIONS, SUCCESSORS, SUPPLIERS, DISTRIBUTORS, AFFILIATES VENDORS, CONTRACTORS, GALLERIES, ARTISTS, INSTITUTIONS, REPRESENTATIVES OR CONTENT OR SERVICE PROVIDERS BE LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL, EXEMPLARY OR PUNITIVE DAMAGES ARISING FROM OR DIRECTLY OR INDIRECTLY RELATED TO THE USE OF, OR THE INABILITY TO USE, THE SITE OR THE CONTENT, MATERIALS AND FUNCTION RELATED THERETO, INCLUDING, WITHOUT LIMITATION, LOSS OF REVENUE, OR ANTICIPATED PROFITS, OR LOST BUSINESS, DATA OR SALES, OR COST OF SUBSTITUTE SERVICES, EVEN IF COMPANY OR ITS REPRESENTATIVE OR SUCH INDIVIDUAL HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.

        
Terms of Use",Terms of Use,0,Terms of Service
ASKfm,This service assumes no liability for any losses or damages resulting from any matter relating to the service,"TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW, IN NO EVENT SHALL THE ASKFM PARTIES BE LIABLE TO YOU FOR ANY DIRECT, INDIRECT, INCIDENTAL, SPECIAL, PUNITIVE, OR CONSEQUENTIAL DAMAGES WHATSOEVER RESULTING FROM ANY (I) ERRORS, MISTAKES, OR INACCURACIES OF CONTENT, (II) PERSONAL INJURY OR PROPERTY DAMAGE, OF ANY NATURE WHATSOEVER, RESULTING FROM YOUR ACCESS TO AND USE OF THE SERVICES, (III) ANY UNAUTHORIZED ACCESS TO OR USE OF OUR SERVERS AND/OR ANY AND ALL PERSONAL INFORMATION AND/OR FINANCIAL INFORMATION STORED THEREIN, (IV) ANY INTERRUPTION OR CESSATION OF TRANSMISSION TO OR FROM OUR SERVERS, (V) ANY BUGS, VIRUSES, TROJAN HORSES, OR THE LIKE, WHICH MAY BE TRANSMITTED TO OR THROUGH THE SERVICE BY ANY THIRD PARTY, (VI) ANY LOSS OF YOUR DATA OR CONTENT FROM THE SERVICES (VII) ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF YOUR USE OF ANY CONTENT POSTED, TRANSMITTED, OR OTHERWISE MADE AVAILABLE VIA THE SERVICES, WHETHER BASED ON WARRANTY, CONTRACT, TORT, OR ANY OTHER LEGAL THEORY, AND WHETHER OR NOT THE ASKFM PARTIES ARE ADVISED OF THE POSSIBILITY OF SUCH DAMAGES, AND/OR (VIII) THE DISCLOSURE OF INFORMATION PURSUANT TO THESE TERMS OF USE OR PRIVACY POLICY.
        
Terms of Use",Terms of Use,0,Terms of Service
Brilliant,This service assumes no liability for any losses or damages resulting from any matter relating to the service,"User further acknowledges and agrees that Brilliant shall not be responsible or liable, directly or indirectly, for any damage or loss caused or alleged to be caused by or in connection with the use of or reliance on any content, goods, information, or services available on or through any such website or resource.
        
Terms of Use",Terms of Use,0,Terms of Service
Chegg,This service assumes no liability for any losses or damages resulting from any matter relating to the service,"IN NO EVENT SHALL THE CHEGG PARTIES BE LIABLE FOR ANY INDIRECT, ECONOMIC, SPECIAL, INCIDENTAL OR CONSEQUENTIAL LOSSES OR DAMAGES RELATED TO: (A) THE SERVICES.
(B) THE CHEGG CONTENT.
(C) USER CONTENT.
(D) YOUR USE OF, INABILITY TO USE, OR THE PERFORMANCE OF THE SITE.
(E) ACTION TAKEN IN CONNECTION WITH AN INVESTIGATION BY THE CHEGG PARTIES OR LAW ENFORCEMENT AUTHORITIES REGARDING YOUR USE OF THE SITE.
(F) ACTION TAKEN IN CONNECTION WITH COPYRIGHT OR OTHER INTELLECTUAL PROPERTY OWNERS.
(G) ANY ERRORS OR OMISSIONS IN THE SERVICES' TECHNICAL OPERATION.
OR (H) ANY DAMAGE THAT RESULTS FROM EVENTS BEYOND OUR REASONABLE CONTROL, SUCH AS DAMAGES TO ANY USER'S COMPUTER, MOBILE DEVICE, OR OTHER EQUIPMENT OR TECHNOLOGY INCLUDING, WITHOUT LIMITATION, DAMAGE FROM ANY SECURITY BREACH OR FROM ANY VIRUS, BUGS, TAMPERING, FRAUD, ERROR, OMISSION, INTERRUPTION, DEFECT, DELAY IN OPERATION OR TRANSMISSION, COMPUTER LINE OR NETWORK FAILURE OR ANY OTHER TECHNICAL OR OTHER MALFUNCTION, INCLUDING, WITHOUT LIMITATION, DAMAGES FOR LOST PROFITS, LOSS OF GOODWILL, LOSS OF DATA, WORK STOPPAGE, ACCURACY OF RESULTS, OR COMPUTER FAILURE OR MALFUNCTION, EVEN IF FORESEEABLE OR EVEN IF THE CHEGG PARTIES HAVE BEEN ADVISED OF OR SHOULD HAVE KNOWN OF THE POSSIBILITY OF SUCH DAMAGES.
        
Terms of Use",Terms of Use,0,Terms of Service
